,buyprice,buytime,date,pnl,pos,quantity,sellprice,selltime,sl,target,type
500,355.50620048271173,09:30:00,2021-04-09,-300.62004827117335,closed,100.0,352.5,09:15:00,355.50620048271173,349.40422168587577,sell
501,361.1,10:00:00,2021-04-09,-137.72761114057062,closed,100.0,359.7227238885943,11:10:00,359.7227238885943,366.74966320899364,buy
502,355.8168467240093,13:35:00,2021-04-09,208.31532759906963,closed,100.0,357.9,12:10:00,358.2185769477372,355.8168467240093,sell
503,352.4861624981307,15:20:00,2021-04-09,231.38375018693296,closed,100.0,354.8,13:40:00,354.6920903413195,352.4861624981307,sell
504,326.44635452706024,09:30:00,2021-04-12,900.3645472939752,closed,100.0,335.45,09:15:00,338.8459528330812,326.44635452706024,sell
505,325.471142450227,11:40:00,2021-04-12,477.8857549773022,closed,100.0,330.25,09:35:00,329.7423609162807,325.471142450227,sell
506,324.8943751753474,12:00:00,2021-04-12,210.56248246525797,closed,100.0,327.0,11:45:00,328.68472549717177,324.8943751753474,sell
507,326.8756276527091,12:15:00,2021-04-12,-347.5627652709136,closed,100.0,323.4,12:05:00,326.8756276527091,319.92437234729084,sell
508,330.6,14:00:00,2021-04-12,-253.4182344172791,closed,100.0,328.06581765582723,14:30:00,328.06581765582723,333.99918702904364,buy
509,329.4611214570773,15:15:00,2021-04-12,-321.1121457077297,closed,100.0,326.25,14:45:00,329.4611214570773,322.5143562258305,sell
510,331.8,09:15:00,2021-04-13,263.73945309435953,closed,100.0,334.4373945309436,09:20:00,329.1626054690564,334.4373945309436,buy
511,334.85,09:25:00,2021-04-13,-99.15698862808995,closed,100.0,333.8584301137191,11:10:00,333.8584301137191,339.2202895700643,buy
512,333.99838281237714,12:30:00,2021-04-13,-214.83828123771218,closed,100.0,331.85,12:05:00,333.99838281237714,329.7016171876229,sell
513,334.5,12:40:00,2021-04-13,-165.60400109584634,closed,100.0,332.84395998904154,13:30:00,332.84395998904154,336.7725802604425,buy
514,338.5,13:45:00,2021-04-13,260.0000000000023,closed,100.0,341.1,15:20:00,338.42047335235213,342.8555006216077,buy
515,346.15,09:15:00,2021-04-15,-300.6947433521759,closed,100.0,343.1430525664782,09:30:00,343.1430525664782,351.2132749261352,buy
516,339.3604194070609,11:40:00,2021-04-15,-176.04194070608514,closed,100.0,337.6,11:00:00,339.3604194070609,334.40984992172724,sell
517,341.3,11:50:00,2021-04-15,-195.18581500981327,closed,100.0,339.3481418499019,13:20:00,339.3481418499019,344.6738212825971,buy
518,342.85,14:00:00,2021-04-15,-181.5349935262816,closed,100.0,341.0346500647372,14:35:00,341.0346500647372,345.99456782131216,buy
519,344.9,09:50:00,2021-04-16,-247.4890843284811,closed,100.0,342.42510915671517,12:00:00,342.42510915671517,348.4611345439796,buy
520,340.19341707138886,13:05:00,2021-04-16,175.6582928611124,closed,100.0,341.95,12:05:00,342.96020184832145,340.19341707138886,sell
521,340.74712374504605,14:20:00,2021-04-16,-74.71237450460535,closed,100.0,340.0,13:10:00,340.74712374504605,338.28773650285956,sell
522,325.17985013078135,12:55:00,2021-04-19,7.014986921865329,closed,100.0,325.25,09:15:00,325.17985013078135,320.4837258986753,sell
523,326.45,13:15:00,2021-04-19,174.4266711015598,closed,100.0,328.1942667110156,13:55:00,326.00305360434805,328.1942667110156,buy
524,330.65,14:00:00,2021-04-19,-170.10065301872146,closed,100.0,328.94899346981276,14:45:00,328.94899346981276,333.193526580478,buy
525,334.5,09:15:00,2021-04-20,224.63882384283238,closed,100.0,336.7463882384283,09:20:00,332.2536117615717,336.7463882384283,buy
526,339.0,09:25:00,2021-04-20,-361.5092025814249,closed,100.0,335.38490797418575,11:35:00,335.38490797418575,343.122324473127,buy
527,330.71262992438835,12:45:00,2021-04-20,238.73700756116705,closed,100.0,333.1,12:15:00,333.67704715594795,330.71262992438835,sell
528,333.0018424403532,13:20:00,2021-04-20,-110.18424403532094,closed,100.0,331.9,12:50:00,333.0018424403532,330.79815755964677,sell
529,328.55634937938174,14:45:00,2021-04-20,229.36506206182798,closed,100.0,330.85,14:20:00,331.3577716721876,328.55634937938174,sell
530,329.5547155490248,15:05:00,2021-04-20,-200.47155490248088,closed,100.0,327.55,14:50:00,329.5547155490248,325.039204945528,sell
531,324.4090172725197,09:15:00,2021-04-22,189.09827274803206,closed,100.0,326.3,09:15:00,328.19098272748033,324.4090172725197,sell
532,332.3,11:25:00,2021-04-22,263.6413394899705,closed,100.0,334.9364133948997,12:20:00,332.2762335983168,334.9364133948997,buy
533,334.35,12:25:00,2021-04-22,-171.0750785363416,closed,100.0,332.6392492146366,13:30:00,332.6392492146366,336.06075078536344,buy
534,335.2,14:35:00,2021-04-22,155.00000000000114,closed,100.0,336.75,15:20:00,334.7131218415615,337.963439860134,buy
535,335.8535252588588,09:55:00,2021-04-23,-265.35252588587923,closed,100.0,333.2,09:25:00,335.8535252588588,330.21385424024845,sell
536,337.2,10:00:00,2021-04-23,34.10302428219438,closed,100.0,337.54103024282193,12:15:00,337.54103024282193,340.52518224209314,buy
537,333.9141938944628,14:40:00,2021-04-23,233.58061055371877,closed,100.0,336.25,12:20:00,336.7694865284926,333.9141938944628,sell
538,343.35,09:15:00,2021-04-26,145.852813598475,closed,100.0,344.8085281359848,14:25:00,344.8085281359848,347.80119378659975,buy
539,345.2626934439957,14:45:00,2021-04-26,-176.26934439957154,closed,100.0,343.5,14:30:00,345.2626934439957,340.93867395111585,sell
540,346.2,09:40:00,2021-04-27,250.98000928396687,closed,100.0,348.70980009283966,10:40:00,345.8512680707692,348.70980009283966,buy
541,349.75,10:45:00,2021-04-27,-112.48930187683186,closed,100.0,348.6251069812317,11:25:00,348.6251069812317,351.89647286267694,buy
542,349.55,12:05:00,2021-04-27,92.489301876833,closed,100.0,350.47489301876834,12:15:00,348.6251069812317,350.47489301876834,buy
543,350.05,12:20:00,2021-04-27,-124.87372707478244,closed,100.0,348.8012627292522,13:20:00,348.8012627292522,351.29873727074784,buy
544,349.5078056621718,14:00:00,2021-04-27,-150.78056621717906,closed,100.0,348.0,13:25:00,349.5078056621718,346.31354926425354,sell
545,350.5,14:15:00,2021-04-27,175.2840124080535,closed,100.0,352.25284012408054,14:40:00,349.92625659459077,352.25284012408054,buy
546,352.2,14:45:00,2021-04-27,161.24821583814537,closed,100.0,353.81248215838144,15:20:00,351.4529039102973,353.81248215838144,buy
547,357.8,09:15:00,2021-04-28,272.4447244453984,closed,100.0,360.524447244454,09:30:00,356.6576977319923,360.524447244454,buy
548,359.8,09:35:00,2021-04-28,203.05720412069377,closed,100.0,361.83057204120695,09:45:00,357.7694279587931,361.83057204120695,buy
549,361.6,09:50:00,2021-04-28,234.64633162358837,closed,100.0,363.9464633162359,13:15:00,362.0001828411153,363.9464633162359,buy
550,363.5,13:20:00,2021-04-28,-101.95189396066553,closed,100.0,362.48048106039334,14:25:00,362.48048106039334,364.73608503794424,buy
551,368.4,09:15:00,2021-04-29,-174.18126321065301,closed,100.0,366.65818736789345,09:45:00,366.65818736789345,372.2806328791438,buy
552,359.1154707779806,10:45:00,2021-04-29,328.4529222019387,closed,100.0,362.4,09:55:00,363.3439325509045,359.1154707779806,sell
553,359.5208659819836,11:20:00,2021-04-29,-127.08659819836043,closed,100.0,358.25,10:50:00,359.5208659819836,354.7911646337674,sell
554,361.9,13:05:00,2021-04-29,-248.6852326420376,closed,100.0,359.4131476735796,13:50:00,359.4131476735796,364.38685232642035,buy
555,358.86011045880383,14:25:00,2021-04-29,-191.01104588038424,closed,100.0,356.95,13:55:00,358.86011045880383,353.8856661002422,sell
556,352.5144060127618,09:15:00,2021-04-30,183.55939872382123,closed,100.0,354.35,09:15:00,356.18559398723824,352.5144060127618,sell
557,356.18559398723824,09:35:00,2021-04-30,-433.55939872382123,closed,100.0,351.85,09:20:00,356.18559398723824,347.5144060127618,sell
558,360.8,10:40:00,2021-04-30,-144.34974481045515,closed,100.0,359.35650255189546,11:20:00,359.35650255189546,363.86981817298295,buy
559,355.87417107347324,14:00:00,2021-04-30,232.58289265267535,closed,100.0,358.2,13:25:00,359.5781149005423,355.87417107347324,sell
560,352.52472693056075,15:20:00,2021-04-30,247.5273069439254,closed,100.0,355.0,14:05:00,355.59899733679555,352.52472693056075,sell
561,348.6903571526716,10:35:00,2021-05-03,-444.0357152671595,closed,100.0,344.25,09:15:00,348.6903571526716,339.502380941476,sell
562,347.74169049595946,13:10:00,2021-05-03,-34.16904959594831,closed,100.0,347.4,11:30:00,347.74169049595946,344.27019477303446,sell
563,348.3,14:20:00,2021-05-03,223.40807793966064,closed,100.0,350.5340807793966,14:30:00,346.67932729854306,350.5340807793966,buy
564,351.05,14:35:00,2021-05-03,-75.0,closed,100.0,350.3,15:20:00,349.12605414057407,353.29499488818016,buy
565,355.4,09:15:00,2021-05-04,273.6955592768311,closed,100.0,358.1369555927683,10:00:00,353.54329967633714,358.1369555927683,buy
566,359.4,10:05:00,2021-05-04,114.54002230279912,closed,100.0,360.54540022302797,13:00:00,360.54540022302797,363.4414272621669,buy
567,359.63950762998263,14:30:00,2021-05-04,-253.95076299826087,closed,100.0,357.1,13:10:00,359.63950762998263,353.66295354323125,sell
568,352.1730288117262,15:00:00,2021-05-04,327.69711882737624,closed,100.0,355.45,14:35:00,356.6834357966264,352.1730288117262,sell
569,355.3324314372929,10:30:00,2021-05-05,-653.2431437292871,closed,100.0,348.8,10:00:00,355.3324314372929,341.9417428474524,sell
570,356.4,13:05:00,2021-05-05,-239.51840343818276,closed,100.0,354.00481596561815,14:10:00,354.00481596561815,359.08909337153534,buy
571,356.45,09:15:00,2021-05-06,68.5366345185173,closed,100.0,357.13536634518516,09:15:00,355.7646336548148,357.13536634518516,buy
572,356.55,09:30:00,2021-05-06,-78.53663451851958,closed,100.0,355.7646336548148,09:30:00,355.7646336548148,357.3353663451852,buy
573,356.85,09:35:00,2021-05-06,-108.53663451852071,closed,100.0,355.7646336548148,09:40:00,355.7646336548148,357.93536634518523,buy
574,353.879541900062,11:05:00,2021-05-06,-27.954190006198587,closed,100.0,353.6,09:50:00,353.879541900062,349.9367438717336,sell
575,355.2,12:15:00,2021-05-06,-101.23819484585397,closed,100.0,354.18761805154145,13:20:00,354.18761805154145,357.82486452364975,buy
576,360.5,09:15:00,2021-05-07,-139.2484709434541,closed,100.0,359.10751529056546,09:40:00,359.10751529056546,364.21325272769695,buy
577,357.6700575297539,11:40:00,2021-05-07,-207.00575297538535,closed,100.0,355.6,10:40:00,357.6700575297539,352.98604718916243,sell
578,355.5030466429476,13:50:00,2021-05-07,-85.30466429476178,closed,100.0,354.65,12:10:00,355.5030466429476,352.44032837961646,sell
579,356.4,14:35:00,2021-05-07,219.76815720864238,closed,100.0,358.5976815720864,15:05:00,355.91321575849867,358.5976815720864,buy
580,360.1,09:15:00,2021-05-10,165.39300290876895,closed,100.0,361.7539300290877,09:15:00,358.44606997091233,361.7539300290877,buy
581,360.75,09:20:00,2021-05-10,230.39300290876668,closed,100.0,363.05393002908767,10:05:00,358.5316644964116,363.05393002908767,buy
582,364.45,10:10:00,2021-05-10,-116.62669470262017,closed,100.0,363.2837330529738,12:25:00,363.2837330529738,367.83428018151386,buy
583,362.2724268189668,15:10:00,2021-05-10,-27.242681896677823,closed,100.0,362.0,13:20:00,362.2724268189668,359.8426360460196,sell
584,355.0140841563102,09:15:00,2021-05-11,198.59158436897815,closed,100.0,357.0,09:15:00,358.9859158436898,355.0140841563102,sell
585,358.11408415631024,09:20:00,2021-05-11,43.59158436897701,closed,100.0,358.55,09:20:00,358.9859158436898,358.11408415631024,sell
586,358.9859158436898,09:25:00,2021-05-11,-8.59158436898042,closed,100.0,358.9,09:25:00,358.9859158436898,358.8140841563102,sell
587,358.9859158436898,09:30:00,2021-05-11,-23.591584368978147,closed,100.0,358.75,09:30:00,358.9859158436898,358.5140841563102,sell
588,358.9859158436898,09:35:00,2021-05-11,-8.59158436898042,closed,100.0,358.9,09:35:00,358.9859158436898,358.8140841563102,sell
589,358.9859158436898,09:40:00,2021-05-11,-38.59158436897587,closed,100.0,358.6,09:40:00,358.9859158436898,358.21408415631026,sell
590,358.9859158436898,09:45:00,2021-05-11,-68.59158436897701,closed,100.0,358.3,09:45:00,358.9859158436898,357.61408415631024,sell
591,362.6,10:55:00,2021-05-11,286.0803727265875,closed,100.0,365.4608037272659,11:15:00,361.5399989809147,365.4608037272659,buy
592,365.3,11:20:00,2021-05-11,-168.69141515837214,closed,100.0,363.6130858484163,12:45:00,363.6130858484163,367.56209074291326,buy
593,363.78585053868704,13:30:00,2021-05-11,-128.58505386870434,closed,100.0,362.5,13:20:00,363.78585053868704,360.69349940145884,sell
594,366.0,09:20:00,2021-05-12,259.8265383053331,closed,100.0,368.59826538305333,09:55:00,364.4604527044306,368.59826538305333,buy
595,368.7,10:00:00,2021-05-12,-251.13799784700177,closed,100.0,366.18862002152997,10:25:00,366.18862002152997,371.5515333094111,buy
596,366.5746560209748,11:45:00,2021-05-12,-247.46560209748054,closed,100.0,364.1,11:15:00,366.5746560209748,361.6253439790252,sell
597,368.2,13:50:00,2021-05-12,203.70659295002156,closed,100.0,370.2370659295002,13:55:00,366.1629340704998,370.2370659295002,buy
598,372.5,14:00:00,2021-05-12,-243.61832566755766,closed,100.0,370.0638167433244,14:50:00,370.0638167433244,375.3937734028952,buy
599,367.9,15:20:00,2021-05-12,-200.0,closed,100.0,365.9,14:55:00,369.94991214111093,361.850087858889,sell
600,362.7078703143594,11:45:00,2021-05-14,329.2129685640589,closed,100.0,366.0,11:00:00,366.80578472183726,362.7078703143594,sell
601,364.19028682039766,12:40:00,2021-05-14,-154.02868203976823,closed,100.0,362.65,11:50:00,364.19028682039766,359.5097937503464,sell
602,363.0823796979865,14:35:00,2021-05-14,-98.23796979864596,closed,100.0,362.1,14:00:00,363.0823796979865,359.4256508188344,sell
603,366.9,09:15:00,2021-05-17,456.30384818809944,closed,100.0,371.463038481881,10:10:00,367.2359514385614,371.463038481881,buy
604,372.45,10:15:00,2021-05-17,328.6379334765229,closed,100.0,375.7363793347652,11:20:00,371.70161453234755,375.7363793347652,buy
605,376.1,11:25:00,2021-05-17,240.99422287984567,closed,100.0,378.5099422287985,12:05:00,374.9520658727866,378.5099422287985,buy
606,378.7,12:10:00,2021-05-17,-161.03062741368603,closed,100.0,377.0896937258631,13:15:00,377.0896937258631,380.8670766430428,buy
607,380.4,14:00:00,2021-05-17,280.1939413090565,closed,100.0,383.20193941309054,14:55:00,379.67366671464634,383.20193941309054,buy
608,388.55,09:15:00,2021-05-18,222.04330166263162,closed,100.0,390.7704330166263,09:15:00,386.3295669833737,390.7704330166263,buy
609,386.4,09:20:00,2021-05-18,-7.04330166262821,closed,100.0,386.3295669833737,09:20:00,386.3295669833737,386.47043301662626,buy
610,387.25,09:25:00,2021-05-18,-92.04330166263048,closed,100.0,386.3295669833737,09:25:00,386.3295669833737,388.1704330166263,buy
611,384.72929953968924,13:30:00,2021-05-18,-152.9299539689248,closed,100.0,383.2,12:25:00,384.72929953968924,380.5895643877157,sell
612,380.13075149825613,14:30:00,2021-05-18,236.92485017438685,closed,100.0,382.5,13:55:00,383.63251564301527,380.13075149825613,sell
613,383.12283767084233,14:45:00,2021-05-18,-252.2837670842307,closed,100.0,380.6,14:35:00,383.12283767084233,378.0771623291577,sell
614,385.9,09:15:00,2021-05-19,-10.093396485086714,closed,100.0,385.7990660351491,10:20:00,385.7990660351491,391.22062414545104,buy
615,384.841898446504,14:50:00,2021-05-19,-54.189844650397845,closed,100.0,384.3,13:40:00,384.841898446504,382.63894642772385,sell
616,385.7,09:15:00,2021-05-20,103.78621902611371,closed,100.0,386.7378621902611,09:15:00,384.66213780973885,386.7378621902611,buy
617,386.4,09:20:00,2021-05-20,-173.78621902611258,closed,100.0,384.66213780973885,09:25:00,384.66213780973885,388.1378621902611,buy
618,384.1813321842541,12:50:00,2021-05-20,-23.133218425408586,closed,100.0,383.95,11:00:00,384.1813321842541,381.36781723564553,sell
619,383.74713300939544,14:00:00,2021-05-20,-139.7133009395418,closed,100.0,382.35,13:30:00,383.74713300939544,380.88374110067184,sell
620,385.6,14:40:00,2021-05-20,-232.6876392342399,closed,100.0,383.2731236076576,14:55:00,383.2731236076576,388.53819599149165,buy
621,391.4,09:15:00,2021-05-21,-97.76526750230232,closed,100.0,390.42234732497695,12:40:00,390.42234732497695,395.0721187095638,buy
622,387.57971619990815,13:15:00,2021-05-21,192.02838000918518,closed,100.0,389.5,12:45:00,390.2088732180046,387.57971619990815,sell
623,389.9854858962041,13:30:00,2021-05-21,-128.54858962041362,closed,100.0,388.7,13:20:00,389.9854858962041,387.41451410379585,sell
624,389.67500457664823,13:50:00,2021-05-21,-1017.5004576648234,closed,100.0,379.5,13:50:00,389.67500457664823,369.32499542335177,sell
625,396.95,14:15:00,2021-05-21,419.99999999999886,closed,100.0,401.15,15:20:00,395.35605346089386,406.343453452465,buy
626,414.85,09:15:00,2021-05-24,-785.0037027008398,closed,100.0,406.9999629729916,09:45:00,406.9999629729916,422.7000370270084,buy
627,412.6,10:15:00,2021-05-24,-232.6180076569301,closed,100.0,410.2738199234307,11:30:00,410.2738199234307,419.0152019369201,buy
628,414.4,14:35:00,2021-05-24,-198.1429422633255,closed,100.0,412.4185705773667,15:05:00,412.4185705773667,419.0557330900318,buy
629,410.06547085255784,14:15:00,2021-05-25,-91.54708525578599,closed,100.0,409.15,11:10:00,410.06547085255784,407.2135342951185,sell
630,412.25,14:30:00,2021-05-25,25.0,closed,100.0,412.5,15:20:00,410.2317775028868,415.9674694412369,buy
631,415.25,09:55:00,2021-05-26,-14.770309755670041,closed,100.0,415.1022969024433,11:25:00,415.1022969024433,418.84772407506625,buy
632,416.65,12:05:00,2021-05-26,154.77030975566777,closed,100.0,418.19770309755665,12:55:00,415.5192408306362,418.19770309755665,buy
633,417.6,13:00:00,2021-05-26,-118.76832524275187,closed,100.0,416.4123167475725,13:20:00,416.4123167475725,418.78768325242754,buy
634,414.03736815235305,09:20:00,2021-05-27,-163.73681523530763,closed,100.0,412.4,09:20:00,414.03736815235305,410.7626318476469,sell
635,414.03736815235305,10:00:00,2021-05-27,-93.73681523530308,closed,100.0,413.1,09:25:00,414.03736815235305,412.162631847647,sell
636,415.95,10:55:00,2021-05-27,179.56249543930767,closed,100.0,417.74562495439307,12:05:00,415.0582400864348,417.74562495439307,buy
637,417.2,12:10:00,2021-05-27,122.46929769889903,closed,100.0,418.424692976989,13:05:00,415.975307023011,418.424692976989,buy
638,419.4,13:10:00,2021-05-27,-117.03265026580993,closed,100.0,418.2296734973419,14:10:00,418.2296734973419,421.83654016561206,buy
639,428.1,09:15:00,2021-05-28,154.12246644424954,closed,100.0,429.6412246644425,09:15:00,426.5587753355575,429.6412246644425,buy
640,428.8,09:20:00,2021-05-28,224.1224664442484,closed,100.0,431.0412246644425,09:30:00,426.5587753355575,431.0412246644425,buy
641,430.05,09:35:00,2021-05-28,-349.1224664442484,closed,100.0,426.5587753355575,10:15:00,426.5587753355575,433.5412246644425,buy
642,427.95,10:25:00,2021-05-28,-139.12246644424613,closed,100.0,426.5587753355575,10:40:00,426.5587753355575,429.34122466444245,buy
643,427.2115550349501,11:35:00,2021-05-28,-316.15550349500836,closed,100.0,424.05,11:10:00,427.2115550349501,420.57475303847724,sell
644,423.1672743820071,14:45:00,2021-05-28,213.27256179928895,closed,100.0,425.3,14:15:00,426.8901696501686,423.1672743820071,sell
645,423.0188473148482,14:55:00,2021-05-28,138.11526851517897,closed,100.0,424.4,14:50:00,425.78115268515177,423.0188473148482,sell
646,422.93398388022,09:50:00,2021-05-31,-193.3983880220012,closed,100.0,421.0,09:20:00,422.93398388022,417.978715723272,sell
647,425.3,10:25:00,2021-05-31,-254.20106430727287,closed,100.0,422.7579893569273,11:45:00,422.7579893569273,429.0949048601821,buy
648,424.0100876578073,12:50:00,2021-05-31,-241.0087657807253,closed,100.0,421.6,11:50:00,424.0100876578073,418.9304581579919,sell
649,423.71916872630146,14:05:00,2021-05-31,-181.91687263014842,closed,100.0,421.9,13:25:00,423.71916872630146,420.0808312736985,sell
650,426.6,09:15:00,2021-06-01,224.98508742501144,closed,100.0,428.84985087425014,09:20:00,424.3501491257499,428.84985087425014,buy
651,430.0,09:25:00,2021-06-01,-101.54471585955207,closed,100.0,428.9845528414045,10:00:00,428.9845528414045,433.8443792081425,buy
652,429.85,12:15:00,2021-06-01,229.4921565880145,closed,100.0,432.14492156588017,12:45:00,429.6225457645634,432.14492156588017,buy
653,431.8,12:50:00,2021-06-01,136.22088118929128,closed,100.0,433.1622088118929,13:25:00,430.586078063119,433.1622088118929,buy
654,432.5,13:30:00,2021-06-01,129.75297431929107,closed,100.0,433.7975297431929,13:45:00,431.2024702568071,433.7975297431929,buy
655,433.2,13:50:00,2021-06-01,-166.97515880579772,closed,100.0,431.530248411942,14:00:00,431.530248411942,434.86975158805797,buy
656,433.4,14:20:00,2021-06-01,-177.78102008381893,closed,100.0,431.6221897991618,15:05:00,431.6221897991618,436.0864557787091,buy
657,434.2,09:35:00,2021-06-02,338.32607833634825,closed,100.0,437.58326078336347,14:00:00,435.58673117167655,437.58326078336347,buy
658,433.62252088097586,10:00:00,2021-06-03,187.74791190241444,closed,100.0,435.5,09:40:00,437.2522312071217,433.62252088097586,sell
659,435.58613275549334,10:20:00,2021-06-03,-168.6132755493361,closed,100.0,433.9,10:05:00,435.58613275549334,431.7038484500082,sell
660,435.58613275549334,12:05:00,2021-06-03,-128.61327554933268,closed,100.0,434.3,10:45:00,435.58613275549334,433.0138672445067,sell
661,436.2,13:00:00,2021-06-03,149.8799790101998,closed,100.0,437.698799790102,13:30:00,434.9985801889082,437.698799790102,buy
662,437.75,13:35:00,2021-06-03,138.9845884251656,closed,100.0,439.13984588425166,13:40:00,436.36015411574834,439.13984588425166,buy
663,438.65,13:45:00,2021-06-03,165.87726496193795,closed,100.0,440.30877264961936,13:55:00,437.2821046153425,440.30877264961936,buy
664,441.35,14:00:00,2021-06-03,-164.9846161873768,closed,100.0,439.70015383812625,14:40:00,439.70015383812625,443.7099952615726,buy
665,439.6523316295274,09:25:00,2021-06-04,-265.2331629527396,closed,100.0,437.0,09:15:00,439.6523316295274,434.0390759671917,sell
666,441.25,09:30:00,2021-06-04,-294.4378147301677,closed,100.0,438.3056218526983,10:30:00,438.3056218526983,444.61438861991724,buy
667,432.0151315080198,13:50:00,2021-06-04,413.4868491980171,closed,100.0,436.15,10:35:00,435.1263979436864,432.0151315080198,sell
668,433.4,15:20:00,2021-06-04,-14.999999999997726,closed,100.0,433.25,14:00:00,434.7437581493178,431.7562418506822,sell
669,436.2,09:15:00,2021-06-07,-162.08497625164,closed,100.0,434.5791502374836,09:35:00,434.5791502374836,438.63530834878566,buy
670,435.14624892040933,13:10:00,2021-06-07,-54.62489204093117,closed,100.0,434.6,12:20:00,435.14624892040933,433.38292604642436,sell
671,435.85,13:30:00,2021-06-07,-81.62245104357453,closed,100.0,435.0337754895643,14:00:00,435.0337754895643,437.2977702475113,buy
672,433.09273009870316,15:05:00,2021-06-07,145.72699012968542,closed,100.0,434.55,14:05:00,435.356931678429,433.09273009870316,sell
673,427.644808021884,09:35:00,2021-06-08,260.5191978116011,closed,100.0,430.25,09:15:00,431.13055995204655,427.644808021884,sell
674,427.3133487721491,11:35:00,2021-06-08,-91.33487721491065,closed,100.0,426.4,09:40:00,427.3133487721491,423.79274643884224,sell
675,424.78665122785094,12:05:00,2021-06-08,126.33487721490724,closed,100.0,426.05,11:40:00,426.7996904177644,424.78665122785094,sell
676,424.3090007616108,12:10:00,2021-06-08,94.09992383892245,closed,100.0,425.25,12:10:00,426.1909992383892,424.3090007616108,sell
677,426.1909992383892,12:25:00,2021-06-08,-84.09992383892018,closed,100.0,425.35,12:15:00,426.1909992383892,424.5090007616108,sell
678,427.8,13:05:00,2021-06-08,225.91729990344334,closed,100.0,430.05917299903444,13:25:00,426.48181987078215,430.05917299903444,buy
679,431.0,13:30:00,2021-06-08,-209.00533141997926,closed,100.0,428.9099466858002,13:50:00,428.9099466858002,433.0900533141998,buy
680,430.85,09:25:00,2021-06-09,-103.4513185992239,closed,100.0,429.8154868140078,11:45:00,429.8154868140078,435.28258736985845,buy
681,427.7202610356559,13:05:00,2021-06-09,167.97389643440965,closed,100.0,429.4,12:55:00,430.70113251717765,427.7202610356559,sell
682,423.0700826610861,13:15:00,2021-06-09,237.99173389139128,closed,100.0,425.45,13:10:00,427.8299173389139,423.0700826610861,sell
683,422.4780743949775,14:30:00,2021-06-09,232.19256050225,closed,100.0,424.8,13:20:00,426.4733000321216,422.4780743949775,sell
684,418.7743769739815,14:45:00,2021-06-09,337.5623026018502,closed,100.0,422.15,14:35:00,424.5505607234166,418.7743769739815,sell
685,420.28699534892496,15:05:00,2021-06-09,166.30046510750276,closed,100.0,421.95,14:50:00,423.613004651075,420.28699534892496,sell
686,426.6,10:20:00,2021-06-10,-8.21715469795663,closed,100.0,426.51782845302046,12:40:00,426.51782845302046,429.6000302423714,buy
687,428.9,13:15:00,2021-06-10,256.20192585587347,closed,100.0,431.4620192585587,14:30:00,429.1033746718163,431.4620192585587,buy
688,433.0,14:35:00,2021-06-10,-60.000000000002274,closed,100.0,432.4,15:20:00,430.6930601357541,435.5382665158288,buy
689,435.2,09:15:00,2021-06-11,-284.3827041332247,closed,100.0,432.35617295866774,09:25:00,432.35617295866774,438.04382704133224,buy
690,433.65,09:30:00,2021-06-11,-129.38270413322357,closed,100.0,432.35617295866774,09:30:00,432.35617295866774,434.9438270413322,buy
691,426.8725635057754,11:50:00,2021-06-11,252.74364942245597,closed,100.0,429.4,11:05:00,429.49760622547467,426.8725635057754,sell
692,425.9817755554661,12:10:00,2021-06-11,141.82244445339052,closed,100.0,427.4,11:55:00,428.8182244445339,425.9817755554661,sell
693,428.09962205805874,13:20:00,2021-06-11,-119.96220580587647,closed,100.0,426.9,12:15:00,428.09962205805874,425.7003779419412,sell
694,429.45,14:05:00,2021-06-11,180.68126691838984,closed,100.0,431.2568126691839,14:25:00,428.1963685977345,431.2568126691839,buy
695,430.2,14:30:00,2021-06-11,-128.28725630264444,closed,100.0,428.91712743697354,14:35:00,428.91712743697354,431.48287256302643,buy
696,422.1963052190205,09:25:00,2021-06-14,305.36947809795265,closed,100.0,425.25,09:15:00,427.3933253028816,422.1963052190205,sell
697,422.69459349533406,09:55:00,2021-06-14,-409.45934953340384,closed,100.0,418.6,09:30:00,422.69459349533406,414.505406504666,sell
698,424.13469925119654,12:55:00,2021-06-14,-238.46992511965368,closed,100.0,421.75,11:05:00,424.13469925119654,419.29245692307023,sell
699,426.4,13:20:00,2021-06-14,325.5992612710827,closed,100.0,429.6559926127108,14:40:00,426.07033641335994,429.6559926127108,buy
700,431.8,14:45:00,2021-06-14,-119.99999999999886,closed,100.0,430.6,15:20:00,428.8174724948216,434.78252750517845,buy
701,432.55,09:15:00,2021-06-15,-328.37444441458956,closed,100.0,429.2662555558541,10:35:00,429.2662555558541,437.66635116561224,buy
702,431.2,12:15:00,2021-06-15,-89.51537862284908,closed,100.0,430.3048462137715,13:35:00,430.3048462137715,433.64717392540723,buy
703,429.25,15:20:00,2021-06-15,30.000000000001137,closed,100.0,429.55,13:55:00,430.70234431919715,427.7148996008555,sell
704,426.0429159913053,09:15:00,2021-06-16,165.708400869471,closed,100.0,427.7,09:15:00,429.3570840086947,426.0429159913053,sell
705,431.8,09:25:00,2021-06-16,-217.49892423384836,closed,100.0,429.6250107576615,10:00:00,429.6250107576615,434.8249880470427,buy
706,429.75470531825374,11:35:00,2021-06-16,-165.47053182537184,closed,100.0,428.1,10:20:00,429.75470531825374,425.1691243853897,sell
