,buyprice,buytime,date,pnl,quantity,sellprice,selltime,sl,type
24,258.4,13:30:00,2020-12-04,-334.9999999999966,100.0,255.05,12:50:00,258.4,sell
25,258.4,13:31:00,2020-12-04,550.0,100.0,263.9,15:15:00,255.05,buy
26,265.7,09:47:00,2020-12-07,419.99999999999886,100.0,269.9,15:15:00,263.0,buy
27,270.9,09:43:00,2020-12-08,-354.99999999999545,100.0,267.35,09:30:00,270.9,sell
28,270.9,09:44:00,2020-12-08,-354.99999999999545,100.0,267.35,10:56:00,267.35,buy
29,270.9,12:59:00,2020-12-08,-354.99999999999545,100.0,267.35,10:57:00,270.9,sell
30,273.8,09:34:00,2020-12-09,-330.00000000000114,100.0,270.5,12:16:00,270.5,buy
31,270.65,15:15:00,2020-12-09,-14.999999999997726,100.0,270.5,12:17:00,273.8,sell
32,269.95,14:49:00,2020-12-10,-309.9999999999966,100.0,266.85,10:05:00,269.95,sell
33,269.95,14:50:00,2020-12-10,-30.000000000001137,100.0,269.65,15:15:00,266.85,buy
34,275.2,09:37:00,2020-12-14,-134.9999999999966,100.0,273.85,12:19:00,273.85,buy
35,275.2,14:33:00,2020-12-14,-134.9999999999966,100.0,273.85,12:36:00,275.2,sell
36,275.2,14:34:00,2020-12-14,-134.9999999999966,100.0,273.85,15:14:00,273.85,buy
37,270.55,15:15:00,2020-12-15,50.0,100.0,271.05,09:33:00,272.8,sell
38,269.45,15:15:00,2020-12-16,255.00000000000114,100.0,272.0,09:33:00,273.6,sell
39,270.05,11:38:00,2020-12-17,-225.0,100.0,267.8,10:33:00,270.05,sell
40,270.05,11:40:00,2020-12-17,-225.0,100.0,267.8,15:13:00,267.8,buy
41,268.25,14:10:00,2020-12-18,-125.0,100.0,267.0,09:32:00,268.25,sell
42,268.25,14:11:00,2020-12-18,325.0,100.0,271.5,15:15:00,267.0,buy
43,255.35,15:15:00,2020-12-21,1104.9999999999982,100.0,266.4,09:30:00,268.75,sell
44,258.4,14:18:00,2020-12-22,-539.9999999999977,100.0,253.0,09:33:00,258.4,sell
45,258.4,14:19:00,2020-12-22,-79.99999999999545,100.0,257.6,15:15:00,253.0,buy
46,258.7,09:52:00,2020-12-23,430.00000000000114,100.0,263.0,15:15:00,255.65,buy
47,266.55,09:30:00,2020-12-24,30.000000000001137,100.0,266.85,15:15:00,264.7,buy
48,271.2,09:30:00,2020-12-28,415.0000000000034,100.0,275.35,15:15:00,268.55,buy
49,278.55,09:33:00,2020-12-29,-190.0000000000034,100.0,276.65,10:45:00,276.65,buy
50,278.55,13:21:00,2020-12-29,-190.0000000000034,100.0,276.65,10:46:00,278.55,sell
51,278.55,13:22:00,2020-12-29,-190.0000000000034,100.0,276.65,14:40:00,276.65,buy
52,275.8,09:31:00,2020-12-31,-90.00000000000341,100.0,274.9,15:15:00,272.75,buy
53,277.2,09:33:00,2021-01-01,219.99999999999886,100.0,279.4,15:15:00,274.5,buy
54,283.15,09:32:00,2021-01-04,-175.0,100.0,281.4,10:57:00,281.4,buy
55,281.0,15:15:00,2021-01-04,39.999999999997726,100.0,281.4,10:58:00,283.15,sell
56,279.6,11:24:00,2021-01-05,-210.00000000000227,100.0,277.5,10:05:00,279.6,sell
57,279.6,11:25:00,2021-01-05,209.9999999999966,100.0,281.7,15:15:00,277.5,buy
58,285.85,09:32:00,2021-01-06,-375.0,100.0,282.1,13:51:00,282.1,buy
59,285.85,14:55:00,2021-01-06,-375.0,100.0,282.1,14:11:00,285.85,sell
60,291.5,09:30:00,2021-01-07,-375.0,100.0,287.75,15:01:00,287.75,buy
61,290.65,10:13:00,2021-01-08,-194.99999999999886,100.0,288.7,11:48:00,288.7,buy
62,286.3,15:15:00,2021-01-08,239.99999999999773,100.0,288.7,11:55:00,290.65,sell
63,282.1,15:15:00,2021-01-11,219.99999999999886,100.0,284.3,09:42:00,287.4,sell
64,282.85,09:30:00,2021-01-12,994.9999999999989,100.0,292.8,15:15:00,278.0,buy
65,299.1,09:30:00,2021-01-13,-350.0,100.0,295.6,14:03:00,295.6,buy
66,299.1,14:12:00,2021-01-13,-350.0,100.0,295.6,14:04:00,299.1,sell
67,299.1,14:14:00,2021-01-13,784.9999999999966,100.0,306.95,15:15:00,295.6,buy
68,308.55,10:17:00,2021-01-14,-390.0000000000034,100.0,304.65,09:30:00,308.55,sell
69,308.55,10:18:00,2021-01-14,-165.0000000000034,100.0,306.9,15:15:00,304.65,buy
70,303.8,15:15:00,2021-01-15,264.9999999999977,100.0,306.45,09:45:00,310.85,sell
71,294.5,15:15:00,2021-01-18,585.0000000000023,100.0,300.35,10:27:00,308.65,sell
72,300.6,10:19:00,2021-01-19,-320.00000000000455,100.0,297.4,13:30:00,297.4,buy
73,298.6,15:15:00,2021-01-19,-120.00000000000455,100.0,297.4,13:31:00,300.6,sell
74,301.3,09:31:00,2021-01-20,-269.99999999999886,100.0,298.6,12:06:00,298.6,buy
75,301.3,14:03:00,2021-01-20,-269.99999999999886,100.0,298.6,12:07:00,301.3,sell
76,301.3,14:04:00,2021-01-20,105.00000000000114,100.0,302.35,15:15:00,298.6,buy
77,294.85,15:15:00,2021-01-21,875.0,100.0,303.6,09:31:00,305.15,sell
78,283.55,15:15:00,2021-01-22,850.0,100.0,292.05,11:17:00,298.0,sell
79,281.7,15:15:00,2021-01-25,269.99999999999886,100.0,284.4,09:38:00,288.0,sell
80,281.75,10:07:00,2021-01-27,-325.0,100.0,278.5,13:30:00,278.5,buy
81,275.25,15:15:00,2021-01-27,325.0,100.0,278.5,13:31:00,281.75,sell
82,274.0,09:52:00,2021-01-28,-369.99999999999886,100.0,270.3,09:31:00,274.0,sell
83,274.0,09:53:00,2021-01-28,889.9999999999977,100.0,282.9,15:15:00,270.3,buy
84,285.55,14:15:00,2021-01-29,-280.00000000000114,100.0,282.75,09:41:00,285.55,sell
85,285.55,14:16:00,2021-01-29,-280.00000000000114,100.0,282.75,15:02:00,282.75,buy
86,287.2,11:00:00,2021-02-01,-339.9999999999977,100.0,283.8,09:31:00,287.2,sell
87,287.2,11:01:00,2021-02-01,2130.000000000001,100.0,308.5,15:15:00,283.8,buy
88,323.4,09:30:00,2021-02-02,895.0000000000045,100.0,332.35,15:15:00,315.5,buy
89,334.75,10:46:00,2021-02-03,130.00000000000114,100.0,336.05,15:15:00,325.9,buy
90,338.2,11:18:00,2021-02-04,-594.9999999999989,100.0,332.25,13:40:00,332.25,buy
91,338.2,13:42:00,2021-02-04,-594.9999999999989,100.0,332.25,13:57:00,332.25,buy
92,338.2,14:02:00,2021-02-04,1590.0000000000034,100.0,354.1,15:15:00,332.25,buy
93,390.6,09:30:00,2021-02-05,-390.0000000000034,100.0,386.7,13:35:00,386.7,buy
94,390.6,13:49:00,2021-02-05,-390.0000000000034,100.0,386.7,13:44:00,390.6,sell
95,390.6,13:50:00,2021-02-05,89.99999999999773,100.0,391.5,15:15:00,386.7,buy
96,397.55,15:15:00,2021-02-08,-19.999999999998863,100.0,397.35,09:42:00,407.7,sell
97,396.1,10:28:00,2021-02-09,-660.0000000000023,100.0,389.5,09:47:00,396.1,sell
98,396.1,10:29:00,2021-02-09,-45.00000000000455,100.0,395.65,15:15:00,389.5,buy
99,391.8,15:15:00,2021-02-10,75.0,100.0,392.55,09:30:00,397.5,sell
100,390.25,15:15:00,2021-02-11,35.000000000002274,100.0,390.6,10:28:00,396.95,sell
101,392.3,11:00:00,2021-02-12,-544.9999999999989,100.0,386.85,09:36:00,392.3,sell
102,392.3,12:31:00,2021-02-12,100.0,100.0,393.3,15:15:00,386.85,buy
103,401.0,09:31:00,2021-02-15,560.0000000000023,100.0,406.6,15:15:00,395.7,buy
104,402.2,15:15:00,2021-02-16,810.0000000000023,100.0,410.3,09:52:00,415.7,sell
105,406.4,09:44:00,2021-02-17,470.00000000000455,100.0,411.1,15:15:00,400.25,buy
106,415.75,15:15:00,2021-02-18,305.00000000000114,100.0,418.8,09:30:00,425.0,sell
107,401.15,15:15:00,2021-02-19,760.0000000000023,100.0,408.75,09:30:00,414.3,sell
108,389.8,15:15:00,2021-02-22,355.00000000000114,100.0,393.35,11:19:00,400.9,sell
109,394.9,09:30:00,2021-02-23,-339.9999999999977,100.0,391.5,09:42:00,391.5,buy
110,394.9,10:15:00,2021-02-23,-339.9999999999977,100.0,391.5,09:43:00,394.9,sell
111,394.9,10:16:00,2021-02-23,110.00000000000227,100.0,396.0,15:15:00,391.5,buy
112,399.95,09:30:00,2021-02-24,265.0000000000034,100.0,402.6,15:15:00,395.55,buy
113,413.5,09:33:00,2021-02-25,-314.9999999999977,100.0,410.35,11:37:00,410.35,buy
114,407.15,15:15:00,2021-02-25,320.00000000000455,100.0,410.35,11:38:00,413.5,sell
115,400.2,09:50:00,2021-02-26,-580.0000000000011,100.0,394.4,11:01:00,394.4,buy
116,390.9,15:15:00,2021-02-26,350.0,100.0,394.4,11:04:00,400.2,sell
117,395.65,09:43:00,2021-03-01,-344.99999999999886,100.0,392.2,09:31:00,395.65,sell
118,395.65,09:45:00,2021-03-01,-344.99999999999886,100.0,392.2,12:24:00,392.2,buy
119,395.65,13:30:00,2021-03-01,-344.99999999999886,100.0,392.2,12:25:00,395.65,sell
120,399.25,09:30:00,2021-03-02,-425.0,100.0,395.0,10:35:00,395.0,buy
121,394.75,15:15:00,2021-03-02,25.0,100.0,395.0,10:36:00,399.25,sell
122,401.05,10:15:00,2021-03-03,425.0,100.0,405.3,15:15:00,396.0,buy
123,402.95,12:41:00,2021-03-04,-519.9999999999989,100.0,397.75,14:42:00,397.75,buy
124,395.9,15:15:00,2021-03-04,185.00000000000227,100.0,397.75,14:45:00,402.95,sell
125,384.0,15:15:00,2021-03-05,305.00000000000114,100.0,387.05,09:34:00,394.85,sell
126,390.4,09:51:00,2021-03-08,-354.99999999999545,100.0,386.85,10:45:00,386.85,buy
127,390.4,12:20:00,2021-03-08,-354.99999999999545,100.0,386.85,10:46:00,390.4,sell
128,390.4,12:21:00,2021-03-08,-50.0,100.0,389.9,15:15:00,386.85,buy
129,388.15,15:15:00,2021-03-09,335.0000000000023,100.0,391.5,09:46:00,394.8,sell
130,387.5,15:15:00,2021-03-10,300.0,100.0,390.5,09:30:00,393.0,sell
131,392.6,09:30:00,2021-03-12,-210.00000000000227,100.0,390.5,10:15:00,390.5,buy
132,381.3,15:15:00,2021-03-12,919.9999999999989,100.0,390.5,10:16:00,392.6,sell
133,382.45,15:02:00,2021-03-15,-984.9999999999966,100.0,372.6,09:33:00,382.45,sell
134,378.15,15:15:00,2021-03-16,170.00000000000455,100.0,379.85,09:48:00,387.4,sell
135,367.45,15:15:00,2021-03-17,755.0000000000011,100.0,375.0,10:25:00,379.65,sell
136,374.65,09:52:00,2021-03-18,-350.0,100.0,371.15,11:42:00,371.15,buy
137,368.0,15:15:00,2021-03-18,314.9999999999977,100.0,371.15,11:46:00,374.65,sell
138,365.5,10:25:00,2021-03-19,-700.0,100.0,358.5,09:30:00,365.5,sell
139,365.5,10:26:00,2021-03-19,575.0,100.0,371.25,15:15:00,358.5,buy
140,372.2,09:53:00,2021-03-22,-519.9999999999989,100.0,367.0,12:20:00,367.0,buy
141,367.4,15:15:00,2021-03-22,-39.999999999997726,100.0,367.0,12:24:00,372.2,sell
142,371.0,10:51:00,2021-03-23,-285.0000000000023,100.0,368.15,10:13:00,371.0,sell
143,371.0,10:52:00,2021-03-23,180.00000000000114,100.0,372.8,15:15:00,368.15,buy
144,359.15,15:15:00,2021-03-24,635.0000000000023,100.0,365.5,09:30:00,369.0,sell
145,354.45,15:15:00,2021-03-25,-125.0,100.0,353.2,10:42:00,360.1,sell
146,361.6,09:35:00,2021-03-26,-445.00000000000455,100.0,357.15,09:44:00,357.15,buy
147,356.2,15:15:00,2021-03-26,94.99999999999886,100.0,357.15,09:45:00,361.6,sell
148,362.0,10:20:00,2021-03-30,-255.00000000000114,100.0,359.45,12:05:00,359.45,buy
149,362.0,14:16:00,2021-03-30,-255.00000000000114,100.0,359.45,12:06:00,362.0,sell
150,362.0,14:17:00,2021-03-30,-150.0,100.0,360.5,15:15:00,359.45,buy
151,362.0,09:38:00,2021-03-31,235.00000000000227,100.0,364.35,15:15:00,358.15,buy
152,367.9,13:17:00,2021-04-01,-269.99999999999886,100.0,365.2,09:41:00,367.9,sell
153,367.9,13:18:00,2021-04-01,255.00000000000114,100.0,370.45,15:15:00,365.2,buy
154,353.4,15:15:00,2021-04-05,855.0000000000011,100.0,361.95,09:31:00,368.75,sell
155,356.15,11:15:00,2021-04-06,-579.9999999999955,100.0,350.35,15:15:00,349.35,buy
156,354.5,09:31:00,2021-04-07,419.99999999999886,100.0,358.7,15:15:00,347.9,buy
157,362.75,09:30:00,2021-04-08,-255.00000000000114,100.0,360.2,09:51:00,360.2,buy
158,354.8,15:15:00,2021-04-08,539.9999999999977,100.0,360.2,09:53:00,362.75,sell
159,354.35,09:31:00,2021-04-09,-135.00000000000227,100.0,353.0,15:15:00,351.25,buy
160,328.55,15:15:00,2021-04-12,325.0,100.0,331.8,09:30:00,343.5,sell
161,334.95,09:57:00,2021-04-13,555.0000000000011,100.0,340.5,15:15:00,330.65,buy
162,342.55,15:15:00,2021-04-15,-50.0,100.0,342.05,09:35:00,347.55,sell
163,344.8,09:54:00,2021-04-16,-430.00000000000114,100.0,340.5,13:08:00,340.5,buy
164,339.6,15:15:00,2021-04-16,89.99999999999773,100.0,340.5,13:09:00,344.8,sell
165,327.5,13:54:00,2021-04-19,-530.0000000000011,100.0,322.2,09:36:00,327.5,sell
166,327.5,13:55:00,2021-04-19,369.99999999999886,100.0,331.2,15:15:00,322.2,buy
167,339.4,09:30:00,2021-04-20,-509.9999999999966,100.0,334.3,12:15:00,334.3,buy
168,330.0,15:15:00,2021-04-20,430.00000000000114,100.0,334.3,12:16:00,339.4,sell
169,332.2,11:28:00,2021-04-22,460.0000000000023,100.0,336.8,15:15:00,323.85,buy
170,335.9,09:59:00,2021-04-23,75.0,100.0,336.65,15:15:00,331.75,buy
171,346.3,09:31:00,2021-04-26,-230.00000000000114,100.0,344.0,15:15:00,340.25,buy
172,346.35,09:34:00,2021-04-27,654.9999999999955,100.0,352.9,15:15:00,342.85,buy
173,360.15,09:30:00,2021-04-28,335.0000000000023,100.0,363.5,15:15:00,356.4,buy
174,360.0,15:15:00,2021-04-29,560.0000000000023,100.0,365.6,09:47:00,369.95,sell
175,354.75,09:32:00,2021-04-30,-114.99999999999773,100.0,353.6,15:15:00,350.45,buy
176,348.5,10:36:00,2021-05-03,205.00000000000114,100.0,350.55,15:15:00,341.45,buy
177,357.15,09:57:00,2021-05-04,-319.99999999999886,100.0,353.95,09:46:00,357.15,sell
178,357.15,09:58:00,2021-05-04,-319.99999999999886,100.0,353.95,14:44:00,353.95,buy
179,352.6,15:15:00,2021-05-04,134.9999999999966,100.0,353.95,14:45:00,357.15,sell
180,356.3,10:31:00,2021-05-05,-350.0,100.0,352.8,09:44:00,356.3,sell
181,356.3,10:32:00,2021-05-05,-350.0,100.0,352.8,12:38:00,352.8,buy
182,356.3,13:07:00,2021-05-05,-350.0,100.0,352.8,12:39:00,356.3,sell
183,355.95,15:15:00,2021-05-06,-69.99999999999886,100.0,355.25,09:44:00,359.2,sell
184,358.5,15:15:00,2021-05-07,-110.00000000000227,100.0,357.4,10:16:00,362.0,sell
185,361.8,10:07:00,2021-05-10,-244.99999999999886,100.0,359.35,09:31:00,361.8,sell
186,361.8,10:08:00,2021-05-10,-5.000000000001137,100.0,361.75,15:15:00,359.35,buy
187,359.65,10:09:00,2021-05-11,520.0000000000045,100.0,364.85,15:15:00,355.0,buy
188,366.5,09:30:00,2021-05-12,164.99999999999773,100.0,368.15,15:15:00,362.0,buy
189,360.35,15:15:00,2021-05-14,784.9999999999966,100.0,368.2,09:31:00,372.5,sell
190,369.8,09:45:00,2021-05-17,1214.9999999999977,100.0,381.95,15:15:00,364.1,buy
191,381.95,15:15:00,2021-05-18,365.0000000000034,100.0,385.6,09:34:00,392.5,sell
192,387.35,09:33:00,2021-05-19,-285.0000000000023,100.0,384.5,15:15:00,381.3,buy
193,384.65,15:15:00,2021-05-20,-14.999999999997726,100.0,384.5,09:30:00,387.8,sell
194,393.05,14:01:00,2021-05-21,-465.0000000000034,100.0,388.4,12:42:00,393.05,sell
195,393.05,14:02:00,2021-05-21,-465.0000000000034,100.0,388.4,14:03:00,388.4,buy
196,393.05,14:13:00,2021-05-21,-465.0000000000034,100.0,388.4,14:04:00,393.05,sell
197,412.9,15:15:00,2021-05-24,-275.0,100.0,410.15,09:30:00,418.4,sell
198,411.5,15:15:00,2021-05-25,80.00000000000114,100.0,412.3,09:30:00,415.2,sell
199,414.45,09:59:00,2021-05-26,-305.00000000000114,100.0,411.4,09:31:00,414.45,sell
200,414.45,10:00:00,2021-05-26,5.000000000001137,100.0,414.5,15:15:00,411.4,buy
201,415.5,10:21:00,2021-05-27,1100.0,100.0,426.5,15:15:00,412.05,buy
202,422.6,15:15:00,2021-05-28,439.9999999999977,100.0,427.0,10:17:00,433.35,sell
203,424.15,10:25:00,2021-05-31,-504.99999999999545,100.0,419.1,09:31:00,424.15,sell
204,424.15,10:26:00,2021-05-31,45.00000000000455,100.0,424.6,15:15:00,419.1,buy
205,430.4,09:32:00,2021-06-01,215.0000000000034,100.0,432.55,15:15:00,425.6,buy
206,434.35,09:37:00,2021-06-02,304.99999999999545,100.0,437.4,15:15:00,429.55,buy
207,437.35,13:29:00,2021-06-03,-170.00000000000455,100.0,435.65,09:35:00,437.35,sell
208,437.35,13:30:00,2021-06-03,234.9999999999966,100.0,439.7,15:15:00,435.65,buy
209,439.75,09:30:00,2021-06-04,-339.9999999999977,100.0,436.35,10:37:00,436.35,buy
210,433.85,15:15:00,2021-06-04,250.0,100.0,436.35,10:38:00,439.75,sell
211,432.2,15:15:00,2021-06-07,244.99999999999886,100.0,434.65,09:37:00,437.35,sell
212,426.95,15:15:00,2021-06-08,160.00000000000227,100.0,428.55,09:31:00,432.35,sell
213,431.25,09:30:00,2021-06-09,-475.0,100.0,426.5,13:11:00,426.5,buy
214,421.7,15:15:00,2021-06-09,480.00000000000114,100.0,426.5,13:12:00,431.25,sell
215,425.65,09:39:00,2021-06-10,655.0000000000011,100.0,432.2,15:15:00,422.6,buy
216,429.85,15:15:00,2021-06-11,219.99999999999886,100.0,432.05,09:40:00,435.5,sell
217,426.7,13:24:00,2021-06-14,-500.0,100.0,421.7,09:30:00,426.7,sell
218,426.7,13:39:00,2021-06-14,400.0,100.0,430.7,15:15:00,421.7,buy
219,432.5,09:31:00,2021-06-16,-650.0,100.0,426.0,13:08:00,426.0,buy
220,424.85,09:33:00,2021-06-17,-420.00000000000455,100.0,420.65,14:11:00,420.65,buy
221,420.9,15:15:00,2021-06-17,-25.0,100.0,420.65,14:12:00,424.85,sell
222,412.85,15:15:00,2021-06-18,554.9999999999955,100.0,418.4,09:40:00,423.45,sell
223,406.45,09:31:00,2021-06-21,1365.0000000000034,100.0,420.1,15:15:00,400.7,buy
224,424.6,10:27:00,2021-06-22,-245.00000000000455,100.0,422.15,11:15:00,422.15,buy
225,418.9,15:15:00,2021-06-22,325.0,100.0,422.15,11:16:00,424.6,sell
226,422.15,11:30:00,2021-06-23,-309.9999999999966,100.0,419.05,09:53:00,422.15,sell
227,422.15,11:31:00,2021-06-23,-309.9999999999966,100.0,419.05,14:39:00,419.05,buy
228,418.6,15:15:00,2021-06-23,44.99999999999886,100.0,419.05,14:40:00,422.15,sell
229,421.5,09:31:00,2021-06-24,-325.0,100.0,418.25,12:09:00,418.25,buy
230,417.55,15:15:00,2021-06-24,69.99999999999886,100.0,418.25,12:10:00,421.5,sell
231,421.35,09:34:00,2021-06-25,754.9999999999955,100.0,428.9,15:15:00,419.15,buy
232,427.0,15:15:00,2021-06-28,300.0,100.0,430.0,09:35:00,433.05,sell
233,421.3,15:15:00,2021-06-29,444.99999999999886,100.0,425.75,09:50:00,428.9,sell
234,424.7,10:00:00,2021-06-30,-314.9999999999977,100.0,421.55,13:43:00,421.55,buy
235,419.1,15:15:00,2021-06-30,244.99999999999886,100.0,421.55,13:44:00,424.7,sell
236,420.75,09:54:00,2021-07-01,-44.99999999999886,100.0,420.3,15:15:00,417.25,buy
237,422.35,10:24:00,2021-07-02,189.99999999999773,100.0,424.25,15:15:00,419.0,buy
238,426.85,10:16:00,2021-07-05,-160.00000000000227,100.0,425.25,10:46:00,425.25,buy
239,426.85,14:37:00,2021-07-05,-160.00000000000227,100.0,425.25,10:47:00,426.85,sell
240,426.85,14:38:00,2021-07-05,594.9999999999989,100.0,432.8,15:15:00,425.25,buy
241,433.5,09:43:00,2021-07-06,-219.99999999999886,100.0,431.3,15:04:00,431.3,buy
242,431.5,09:31:00,2021-07-07,110.00000000000227,100.0,432.6,15:15:00,427.6,buy
243,434.8,10:01:00,2021-07-08,-200.0,100.0,432.8,09:31:00,434.8,sell
244,434.8,10:02:00,2021-07-08,-200.0,100.0,432.8,10:26:00,432.8,buy
245,424.6,15:15:00,2021-07-08,819.9999999999989,100.0,432.8,10:27:00,434.8,sell
246,425.4,10:20:00,2021-07-09,-389.9999999999977,100.0,421.5,13:47:00,421.5,buy
